Customer ID,Income (USD),Loan Amount Request (USD),Current Loan Expenses (USD),Credit Score,No. of Defaults,Property Age,Co-Applicant,Property Price,Type of Employment_missing_val,Type of Employment_Laborers,Type of Employment_Sales staff,Type of Employment_Core staff,Type of Employment_Managers,Type of Employment_Drivers,Type of Employment_Accountants,Expense Type 1_N,Profession_Working,Profession_Commercial associate,Profession_Pensioner,Dependents_2.0,Dependents_3.0,Dependents_1.0,Dependents_4.0,Dependents_0,Location_Semi-Urban,Location_Rural
C-31428,1311.71,30304.55,334.01,789.26,0,1311.71,1.0,56147.35,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-26882,2222.435,24675.81,136.65,638.72,0,2223.25,0.0,36386.85,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-16597,3377.13,34277.51,366.75,677.0,0,3377.13,1.0,41933.34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-41078,4189.61,110007.58,514.13,626.21,1,4189.61,0.0,127027.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C-30569,2562.97,40151.71,418.63,845.5,0,2562.97,1.0,47608.18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C-25562,2222.435,46674.18,236.96,798.25,0,2223.25,1.0,56397.15,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-37030,1334.49,11607.84,140.97,857.62,0,1334.49,1.0,16491.82,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-33191,2458.78,113573.56,406.8,656.01,0,2458.78,1.0,143830.29,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C-27742,1844.72,78565.81,270.71,703.11,1,1844.72,1.0,114140.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C-5257,3967.09,175654.45,730.28,718.28,1,3967.09,1.0,198852.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
C-38346,1319.88,34266.99,409.78,716.01,1,1319.88,1.0,54794.61,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-1392,2051.88,19269.97,94.9,799.17,0,2051.88,1.0,24469.42,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-5776,2222.435,93276.51,485.02,825.62,0,2223.25,1.0,128206.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-47242,1634.99,128066.06,636.18,689.06,0,1634.99,1.0,213542.22,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-4128,1273.4,37589.71,178.31,691.83,0,1273.4,1.0,68473.94,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-39369,2018.3,35412.49,275.19,712.98,0,2018.3,1.0,57622.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-32282,1218.55,33981.23,164.07,693.93,0,1218.55,1.0,56226.6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-20666,2222.435,139186.41,678.01,652.0,1,2223.25,1.0,179571.27,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-24107,2222.435,63940.32,324.6,691.19,0,2223.25,1.0,75424.05,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-29691,1110.52,75164.84,224.04,796.64,0,1110.52,1.0,135595.17,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-49797,2990.51,80552.22,288.74,734.79,1,2990.51,1.0,133497.8,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-48582,1493.49,43302.81,157.91,722.65,1,1493.49,1.0,68402.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C-13577,2222.435,123985.86,709.7,751.87,0,2223.25,1.0,159109.51,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
C-4169,2222.435,40890.25,309.4,684.09,0,2223.25,1.0,68526.69,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
C-49661,1539.21,96384.94,260.51,805.87,1,1539.21,1.0,150044.93,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-15524,2222.435,114946.35,488.38,690.84,0,2223.25,1.0,156731.42,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
C-45616,1358.8,78095.36,426.6,855.72,0,1358.8,0.0,126452.83,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-21345,2357.45,141165.78,666.53,789.29,0,2357.45,1.0,218108.32,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-7110,973.56,154061.37,597.48,716.19,1,973.56,1.0,272447.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
C-25185,1751.18,126736.07,467.73,787.83,0,1751.18,1.0,163030.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
C-8117,2222.435,21447.21,174.87,739.82,0,2223.25,1.0,27129.79,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-20724,2222.435,83933.72,480.24,627.21,0,2223.25,1.0,96198.81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
C-9163,2066.75,37657.66,439.0,627.84,0,2066.75,1.0,69726.51,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-34187,1361.38,26165.95,134.9,863.22,0,1361.38,0.0,34187.47,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-40766,2240.02,65989.46,673.49,750.21,0,2240.02,1.0,83381.94,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
C-3845,1116.71,12046.57,47.78,827.19,0,1116.71,0.0,13540.8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-19945,4489.91,351190.52,917.72,715.87,1,4489.91,1.0,409300.71,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
C-14972,3360.92,82046.12,630.23,642.17,0,3360.92,1.0,106930.71,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-2014,1607.13,79578.12,412.72,798.74,1,2223.25,1.0,111034.61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
C-45859,2526.48,36413.2,374.45,745.82,1,2526.48,0.0,58259.02,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
C-24869,1216.99,19090.98,124.76,671.63,0,1216.99,1.0,29728.28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
C-35461,1726.06,82091.43,634.6,828.72,1,1726.06,1.0,151706.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-22050,1728.82,40530.56,194.88,731.95,0,1728.82,1.0,70583.99,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-8963,1303.44,73805.33,373.83,660.31,0,1303.44,1.0,116096.59,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-2537,2306.51,46614.17,345.88,766.93,0,2306.51,1.0,59877.56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C-40406,2269.79,111850.49,465.94,793.23,0,2269.79,1.0,183027.76,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-16181,2433.9,147939.09,498.3,739.82,0,2433.9,1.0,252742.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-11401,2620.91,73871.22,346.28,645.91,0,2620.91,1.0,81898.55,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
C-19810,2222.435,27147.36,161.27,658.23,0,2223.25,1.0,46577.9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
C-6248,2222.435,107837.28,552.22,651.46,0,2223.25,1.0,161960.12,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-43615,3941.47,71544.03,614.4,631.96,0,3941.47,1.0,85672.09,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-2294,2965.41,27910.97,152.24,660.93,0,2965.41,1.0,49402.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-38627,2770.35,41070.26,261.29,830.7,1,2770.35,1.0,64898.1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-11636,2222.435,83086.19,453.8,670.88,0,2223.25,1.0,138033.67,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
C-28779,2047.68,176168.56,495.67,745.77,0,2047.68,1.0,303330.02,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-23086,1452.73,53278.31,332.58,678.55,0,1452.73,1.0,66232.39,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-13151,3897.12,75921.35,504.08,830.43,1,3897.12,1.0,94314.4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C-6883,1324.88,27556.8,132.31,685.11,0,1324.88,1.0,44190.44,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-7650,2824.52,29491.6,224.67,672.87,0,2824.52,1.0,54096.27,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-6599,2222.435,73211.49,382.87,690.32,0,2223.25,1.0,126647.66,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
C-1666,1820.73,104859.33,333.32,880.0,0,1820.73,1.0,134245.35,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
C-33767,2108.07,25896.21,123.08,724.11,0,2108.07,1.0,48108.53,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-1867,1597.83,51700.99,261.34,692.22,0,1597.83,1.0,83066.98,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
C-7563,2018.09,24241.46,121.43,664.91,1,2018.09,1.0,45626.69,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-14252,2222.435,155041.8,550.22,737.84,0,2223.25,1.0,269460.65,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
C-24459,2021.96,114273.33,375.55,720.3,0,2021.96,1.0,185723.98,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
C-27321,2413.03,78190.34,297.52,769.54,0,2413.03,1.0,93356.62,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-27571,1621.2,156379.98,495.15,829.83,0,1621.2,1.0,173708.48,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-43959,643.55,20411.55,103.73,746.89,1,643.55,1.0,33458.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
C-8401,2222.435,73908.66,547.99,659.95,0,2223.25,1.0,127125.42,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
C-15666,4000.03,83751.34,420.63,685.36,0,4000.03,1.0,94400.71,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
C-18332,2222.435,80508.96,338.3,830.06,0,2223.25,1.0,108741.91,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
C-2656,2733.5,52026.27,256.1,711.81,0,2733.5,1.0,61722.36,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-42002,1294.46,34612.25,189.13,804.35,0,1294.46,1.0,43894.92,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-46198,2243.07,67516.81,438.13,759.46,0,2243.07,0.0,105814.9,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-32440,2296.83,50582.99,241.36,729.96,0,2296.83,1.0,94660.67,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-18377,2222.435,39009.6,438.16,862.72,1,2223.25,1.0,71810.53,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
C-7513,1310.42,33685.36,372.08,712.97,1,1310.42,1.0,61831.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-37286,1672.32,33267.95,151.34,624.26,1,1672.32,1.0,62396.57,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-44994,1374.05,70426.43,385.94,602.43,0,1374.05,1.0,115069.27,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-37910,3024.46,98127.41,434.21,754.45,0,3024.46,1.0,113567.73,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-36753,3316.79,143550.12,433.38,671.73,0,3316.79,1.0,257312.53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C-41479,3513.9,52539.79,227.41,873.74,0,3513.9,1.0,81059.35,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-15720,2222.435,171425.07,669.91,643.8,1,2223.25,1.0,248836.27,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
C-27419,1887.41,92515.06,469.31,781.95,0,1887.41,1.0,170799.37,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-35298,2209.46,46182.94,283.02,832.66,0,2209.46,1.0,55120.64,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-5258,2331.05,100958.54,673.54,750.18,0,2331.05,1.0,138007.87,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
C-18100,1540.31,111651.58,658.45,809.82,0,1540.31,1.0,206750.29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-33916,2703.52,26677.79,242.7,836.34,0,2703.52,1.0,38347.54,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
C-13236,3541.29,94720.7,416.06,841.74,0,3541.29,1.0,118291.4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-12271,1587.87,51822.68,233.57,739.82,0,1587.87,1.0,72910.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-4250,1226.35,25150.76,127.65,715.92,0,1226.35,1.0,31037.68,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-49342,2940.58,117250.65,395.07,836.67,0,2940.58,1.0,148355.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-48949,2202.2,73262.12,694.24,834.3,0,2202.2,0.0,102073.58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
C-46365,1118.47,37731.35,339.31,827.97,0,1118.47,1.0,69893.64,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-22841,2192.01,61729.95,531.5,825.6,0,2192.01,1.0,68920.32,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
C-16589,1596.2,37916.23,390.75,846.59,0,1596.2,1.0,53993.72,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-43604,2327.5,186592.6,722.04,840.53,0,2327.5,0.0,343931.57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-30749,2035.45,25219.85,126.59,778.67,1,2035.45,1.0,37113.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-19538,2222.435,96535.4,735.52,707.85,1,2223.25,1.0,142922.59,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
C-576,1943.61,15927.06,170.92,682.95,0,1943.61,1.0,27957.11,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-37800,1561.42,43921.71,325.22,735.97,0,1561.42,1.0,56086.69,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-8802,2698.24,229300.69,763.2,786.45,0,2698.24,1.0,335596.05,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
C-29489,2126.32,160726.48,493.93,746.53,0,2126.32,1.0,250184.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-47122,1645.52,85252.22,282.26,877.49,1,1645.52,0.0,141042.2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-40876,2676.23,44669.75,527.05,857.31,0,2676.23,1.0,55993.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
C-48483,1927.1,176486.98,569.59,813.7,0,1927.1,1.0,315703.69,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-404,2720.54,36160.67,159.22,620.54,0,2720.54,1.0,48802.02,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
C-1333,1577.63,113079.29,343.85,739.82,1,1577.63,1.0,187578.55,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
C-34742,1750.91,43643.77,231.81,689.07,0,1750.91,1.0,77875.14,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-33912,1588.1,81498.47,388.52,724.56,0,1588.1,1.0,154458.88,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-27338,633.13,21001.32,122.58,846.15,0,633.13,1.0,33143.07,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-12927,2222.435,146039.62,450.75,687.52,1,2223.25,1.0,241167.35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-27635,2886.13,63480.74,395.58,739.82,0,2886.13,1.0,104255.51,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-20466,4274.94,77751.24,786.58,689.37,0,4274.94,1.0,137574.91,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-12139,2222.435,12791.44,129.67,687.49,1,2223.25,1.0,16096.22,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-13865,3416.94,204606.44,823.16,710.87,1,3416.94,1.0,280514.56,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
C-730,3033.95,64070.05,381.58,759.33,1,3033.95,1.0,75108.08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-589,1693.01,116097.94,644.83,811.41,0,1693.01,1.0,164243.14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
C-11059,2222.435,83187.14,382.29,739.82,0,2223.25,1.0,110317.66,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C-15441,1615.13,49458.91,365.58,855.81,0,1615.13,1.0,85764.81,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-10645,2760.88,27184.27,121.24,610.55,0,2760.88,1.0,40098.66,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C-13832,1860.59,84458.39,216.97,752.58,0,1860.59,1.0,110964.14,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
C-16783,1738.93,27346.39,139.9,662.4,0,1738.93,1.0,38503.52,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
C-45892,3103.62,123326.49,669.02,703.53,0,3103.62,0.0,228270.56,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-5636,2086.31,60358.75,386.7,640.04,0,2086.31,1.0,88351.97,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-9736,2222.435,40186.1,207.39,799.7,0,2223.25,1.0,64888.84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
C-5161,1891.2,114434.1,360.1,739.82,0,1891.2,1.0,217245.44,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-4914,2222.435,118693.81,450.2,789.49,0,2223.25,1.0,201395.9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-21952,4233.28,159672.59,595.06,759.42,0,4233.28,1.0,216796.02,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-12123,2222.435,59520.27,475.93,696.57,0,2223.25,1.0,111170.13,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-18838,2222.435,217727.23,610.52,862.27,1,2223.25,1.0,244530.41,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-24887,1771.28,94623.16,544.7,746.22,0,1771.28,1.0,141086.76,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-6719,2847.25,214824.4,619.6,782.76,0,2847.25,1.0,300116.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-49281,1765.82,111807.61,348.51,802.28,0,1765.82,1.0,184713.54,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-21421,2222.435,62476.85,318.99,616.56,1,2223.25,0.0,102294.21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-3393,2125.11,51063.84,183.15,736.14,1,2125.11,1.0,65709.73,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-9686,2166.52,65895.94,589.42,761.52,0,2166.52,1.0,121645.93,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-41629,2007.09,99701.24,289.52,729.66,0,2007.09,0.0,182250.75,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-29815,2222.435,105762.8,375.205,628.38,0,2223.25,1.0,192885.71,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
C-28659,2222.435,107006.63,568.48,824.06,0,2223.25,1.0,124133.29,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-7816,1996.35,111219.91,373.22,710.06,0,1996.35,1.0,173602.49,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-21517,2226.63,65698.55,700.96,792.67,0,2226.63,1.0,77053.36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-5290,4043.65,123243.69,620.72,739.82,0,4043.65,0.0,207812.56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
C-36970,2239.22,64530.68,350.58,716.22,1,2239.22,1.0,117682.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-21712,2222.435,268621.37,759.25,695.05,1,2223.25,1.0,392717.14,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
C-20865,1036.32,39764.34,308.79,807.5,1,1036.32,1.0,51815.9,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-6397,2222.435,37857.06,291.15,679.36,0,2223.25,1.0,68435.71,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-25808,3752.72,35440.68,270.82,752.19,0,3752.72,1.0,46638.27,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
C-41831,3093.2,121546.66,538.17,684.01,0,3093.2,0.0,198056.04,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-26641,1318.94,24456.72,122.22,739.82,0,1318.94,1.0,38526.05,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-23866,1845.7,40258.32,217.22,732.17,0,1845.7,1.0,58729.89,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-15194,2222.435,32636.79,194.43,664.4,0,2223.25,1.0,60151.17,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-48934,1770.6,34136.75,107.01,812.85,0,1770.6,1.0,61477.33,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-38798,3994.5,81346.59,518.91,794.67,0,3994.5,1.0,90495.41,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-18641,2461.71,43201.06,324.52,682.13,0,2461.71,1.0,55538.79,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-18865,1279.78,41093.02,193.97,739.82,0,1279.78,1.0,59686.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-12177,2408.05,115223.34,342.33,842.61,1,2408.05,1.0,164549.99,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-38334,3414.37,150546.78,498.51,832.06,0,3414.37,1.0,190806.23,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
C-21721,2011.69,104854.61,775.24,668.91,0,2011.69,1.0,182240.22,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-32912,2904.15,141260.03,477.19,647.87,0,2904.15,1.0,226298.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-1723,1084.87,146913.57,613.3,725.2,1,1084.87,1.0,213715.19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C-19130,2956.43,84949.25,395.36,678.12,0,2956.43,1.0,93496.97,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
C-33522,1424.21,157354.43,589.69,762.39,1,1424.21,1.0,227856.28,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-1014,3281.72,34939.06,250.76,620.03,0,3281.72,1.0,55468.32,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
C-570,2141.44,73728.08,308.76,667.19,0,2141.44,1.0,87099.13,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-528,2222.435,37085.4,286.61,638.17,0,2223.25,0.0,49981.66,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-2035,3071.74,96086.95,540.28,623.43,0,3071.74,0.0,154620.73,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-21520,1532.0,91547.19,400.91,739.82,0,1532.0,1.0,122135.25,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-14699,1844.13,100985.79,375.0,748.75,0,1844.13,0.0,113127.78,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
C-44090,1271.0,69464.5,313.93,732.28,0,1271.0,1.0,86494.13,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-32118,3271.22,233847.14,626.72,704.5,0,3271.22,1.0,401496.05,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
C-38835,1052.35,25048.33,137.24,697.13,0,1052.35,1.0,35441.47,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-37067,1670.57,107839.17,681.61,847.14,0,1670.57,1.0,159600.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
C-37146,3538.57,92007.96,351.07,641.92,0,3538.57,1.0,165191.23,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-37500,2748.24,122189.86,415.36,826.32,0,2748.24,1.0,136476.82,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
C-33179,2402.49,116123.67,319.64,672.24,0,2402.49,1.0,176291.18,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-45965,1133.45,24479.35,123.96,685.26,0,1133.45,0.0,37870.69,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-12799,1770.07,16868.6,69.84,856.8,0,1770.07,1.0,27626.88,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
C-38554,1215.34,41974.49,305.35,734.79,0,1215.34,1.0,48425.95,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-38270,1578.3,21521.37,165.71,752.75,1,1578.3,1.0,37416.7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-45244,1733.15,172764.14,714.36,824.04,1,1733.15,0.0,220720.77,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-35529,1152.99,58076.81,261.9,651.03,0,1152.99,1.0,85021.33,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
